chr	start	stop
PRRC1	chr5	126853301	126890781
SLC12A2	chr5	127419458	127525380
ISOC1	chr5	128430444	128449721
HINT1	chr5	130494720	130507428
LYRM7	chr5	130506503	130541119
CDC42SE2	chr5	130581186	130734140
RAPGEF6	chr5	130759614	130970929
FNIP1	chr5	130977407	131132710
ACSL6	chr5	131142683	131347936
C5orf56	chr5	131746328	131811736
IRF1	chr5	131817301	131826490
RAD50	chr5	131891711	131980313
KIF3A	chr5	132028320	132073330
SEPT8	chr5	132086509	132142933
UQCRQ	chr5	132202252	132203723
AFF4	chr5	132211071	132299326
ZCCHC10	chr5	132332677	132362296
HSPA4	chr5	132387654	132442141
C5orf15	chr5	133291201	133304478
VDAC1	chr5	133307606	133340824
SKP1	chr5	133484633	133512729
PPP2CA	chr5	133530025	133561833
CDKL3	chr5	133541305	133706738
UBE2B	chr5	133706870	133727683
SAR1B	chr5	133936834	133984961
CAMLG	chr5	134074191	134087847
DDX46	chr5	134094469	134190823
C5orf24	chr5	134181370	134195427
TXNDC15	chr5	134209493	134237215
H2AFY	chr5	134669590	134735604
TGFBI	chr5	135364584	135399507
SMAD5	chr5	135468534	135524435
SPOCK1	chr5	136310987	136934068
HNRNPA0	chr5	137087075	137090039
FAM13B	chr5	137273649	137387650
BRD8	chr5	137475455	137514675
FAM53C	chr5	137667624	137685416
KDM3B	chr5	137688285	137772717
REEP2	chr5	137774706	137782658
EGR1	chr5	137801179	137805004
ETF1	chr5	137841784	137878989
HSPA9	chr5	137890571	137911133
CTNNA1	chr5	137946656	138270723
LRRTM2	chr5	138204612	138211057
SIL1	chr5	138282409	138629246
MATR3	chr5	138609441	138667360
PAIP2	chr5	138677276	138705406
DNAJC18	chr5	138744279	138780180
TMEM173	chr5	138855119	138862520
UBE2D2	chr5	138906016	139008018
CXXC5	chr5	139026884	139063467
PURA	chr5	139487362	139496321
CYSTM1	chr5	139554227	139661637
PFDN1	chr5	139624624	139682706
HBEGF	chr5	139712428	139726216
ANKHD1	chr5	139781399	139929163
SRA1	chr5	139916925	139937895
SLC35A4	chr5	139944041	139948688
CD14	chr5	140011313	140013286
NDUFA2	chr5	140018325	140027370
IK	chr5	140026643	140042064
HARS	chr5	140052758	140071609
ZMAT2	chr5	140078265	140086248
TAF7	chr5	140698057	140700330
PCDHGC3	chr5	140855580	140892542
DIAPH1	chr5	140894583	140998622
HDAC3	chr5	141000443	141016437
KIAA0141	chr5	141303373	141321612
RNF14	chr5	141337893	141369856
GNPDA1	chr5	141371314	141392606
NDFIP1	chr5	141488070	141534005
ARHGAP26	chr5	142149949	142608576
NR3C1	chr5	142657496	142815077
YIPF5	chr5	143537723	143550278
LARS	chr5	145492601	145562223
RBM27	chr5	145583113	145718814
TCERG1	chr5	145826874	145891524
PPP2R2B	chr5	145967936	146464347
STK32A	chr5	146614526	146767415
DPYSL3	chr5	146770374	146889619
JAKMIP2	chr5	146967990	147162338
FBXO38	chr5	147763498	147822399
ADRB2	chr5	148206156	148208196
CSNK1A1	chr5	148871760	148931007
SLC26A2	chr5	149340300	149373018
HMGXB3	chr5	149379884	149432386
CSF1R	chr5	149432854	149492935
PDGFRB	chr5	149493400	149535435
TCOF1	chr5	149737202	149779871
CD74	chr5	149781200	149792492
RPS14	chr5	149822753	149829319
RBM22	chr5	150070356	150080669
DCTN4	chr5	150088002	150138671
SMIM3	chr5	150157508	150176296
GPX3	chr5	150400124	150408554
TNIP1	chr5	150409506	150473138
ANXA6	chr5	150480273	150537443
GM2A	chr5	150591711	150650001
SPARC	chr5	151040657	151066726
ATOX1	chr5	151121877	151152093
G3BP1	chr5	151150606	151192346
FAM114A2	chr5	153369688	153418496
GALNT10	chr5	153570290	153800544
SAP30L	chr5	153825517	153840614
LARP1	chr5	154092462	154197167
CNOT8	chr5	154237113	154256353
MRPL22	chr5	154320630	154348971
HAVCR2	chr5	156512843	156569880
MED7	chr5	156564423	156586030
CYFIP2	chr5	156693089	156822606
CLINT1	chr5	157212751	157286183
RNF145	chr5	158584417	158637061
UBLCP1	chr5	158690089	158713044
TTC1	chr5	159436120	159492550
PWWP2A	chr5	159488808	159546430
SLU7	chr5	159828648	159848718
PTTG1	chr5	159848829	159855748
ATP10B	chr5	159990127	160279221
CCNG1	chr5	162864575	162873157
NUDCD2	chr5	162873532	162887146
MAT2B	chr5	162930120	162946342
RARS	chr5	167913450	167946304
PANK3	chr5	167975500	168006605
DOCK2	chr5	169064251	169510386
LCP2	chr5	169673241	169725231
KCNIP1	chr5	169780491	170163636
KCNMB1	chr5	169801675	169816681
NPM1	chr5	170814120	170838141
FBXW11	chr5	171288553	171433877
STK10	chr5	171469077	171615390
UBTD2	chr5	171636644	171711075
SH3PXD2B	chr5	171752185	171881527
DUSP1	chr5	172195093	172198198
ERGIC1	chr5	172261278	172379688
RPL26L1	chr5	172385732	172396774
ATP6V0E1	chr5	172410760	172462448
CREBRF	chr5	172483355	172566291
BOD1	chr5	173034517	173043663
CPEB4	chr5	173315283	173388979
NSG2	chr5	173472607	173670504
SFXN1	chr5	174904065	174956745
THOC3	chr5	175344876	175461683
KIAA1191	chr5	175773064	175788971
NOP16	chr5	175810949	175815976
HIGD2A	chr5	175815748	175816772
CLTB	chr5	175819456	175843570
FAF2	chr5	175874629	175937075
RNF44	chr5	175953698	175965026
UIMC1	chr5	176332006	176449634
NSD1	chr5	176560026	176727216
PRELID1	chr5	176730775	176733960
LMAN2	chr5	176758563	176778853
PRR7	chr5	176873446	176883283
DBN1	chr5	176883609	176901402
PDLIM7	chr5	176910395	176924607
DDX41	chr5	176938578	176944470
FAM193B	chr5	176946789	176981542
TMED9	chr5	177019159	177023125
B4GALT7	chr5	177027101	177037348
RMND5B	chr5	177557997	177577566
NHP2	chr5	177576461	177580968
HNRNPAB	chr5	177631508	177638164
PHYKPL	chr5	177635498	177659792
CLK4	chr5	178029665	178057616
RUFY1	chr5	178977559	179037027
HNRNPH1	chr5	179041179	179061785
CANX	chr5	179105629	179157926
MAML1	chr5	179159851	179223512
LTC4S	chr5	179220981	179223648
MGAT4B	chr5	179224597	179233952
SQSTM1	chr5	179233388	179265078
TBC1D9B	chr5	179289066	179334859
RNF130	chr5	179338651	179499118
RASGEF1C	chr5	179527795	179636153
MAPK9	chr5	179660143	179719099
CNOT6	chr5	179921412	180005405
MGAT1	chr5	180217541	180242652
LINC00847	chr5	180257957	180262726
TRIM41	chr5	180649499	180662809
GNB2L1	chr5	180663909	180675096
DUSP22	chr6	291630	351355
EXOC2	chr6	485133	693117
GMDS	chr6	1624041	2245926
GMDS-AS1	chr6	2245982	2482256
WRNIP1	chr6	2765648	2787186
SERPINB1	chr6	2832566	2842240
SERPINB9	chr6	2887500	2903514
SERPINB6	chr6	2948393	2972090
NQO2	chr6	2988221	3019996
RIPK1	chr6	3064225	3115421
BPHL	chr6	3118608	3153812
TUBB2A	chr6	3153903	3157760
TUBB2B	chr6	3224495	3231964
PSMG4	chr6	3231637	3303607
SLC22A23	chr6	3269196	3457256
PXDC1	chr6	3722848	3752260
PRPF4B	chr6	4021501	4065217
ECI2	chr6	4115923	4135831
CDYL	chr6	4706393	4955785
LYRM4	chr6	5102827	5261172
FARS2	chr6	5261277	5771813
NRN1	chr6	5998232	6007200
F13A1	chr6	6144318	6321246
LY86	chr6	6588341	6655216
RREB1	chr6	7107830	7252213
SSR1	chr6	7268539	7347679
RIOK1	chr6	7389729	7418270
SNRNP48	chr6	7590432	7612200
EEF1E1	chr6	8073593	8102811
PAK1IP1	chr6	10694928	10710015
TMEM14C	chr6	10723148	10731362
TMEM14B	chr6	10747992	10852986
MAK	chr6	10762956	10838764
SMIM13	chr6	11094266	11138964
NEDD9	chr6	11183531	11382581
TMEM170B	chr6	11537938	11583757
PHACTR1	chr6	12717893	13288645
TBC1D7	chr6	13266774	13328815
NOL7	chr6	13615559	13632971
RANBP9	chr6	13621730	13711796
MCUR1	chr6	13786789	13814800
CD83	chr6	14117872	14137149
JARID2	chr6	15246527	15522252
DTNBP1	chr6	15523032	15663289
MYLIP	chr6	16129356	16148479
GMPR	chr6	16238811	16295780
ATXN1	chr6	16299343	16761722
NUP153	chr6	17615269	17706656
KIF13A	chr6	17759414	17987854
TPMT	chr6	18128542	18155305
DEK	chr6	18224099	18265054
RNF144B	chr6	18368779	18469105
ID4	chr6	19837617	19840915
E2F3	chr6	20402398	20493941
CDKAL1	chr6	20534688	21232635
SOX4	chr6	21593972	21598847
CASC15	chr6	21665003	22214734
MRS2	chr6	24403153	24425810
TDP2	chr6	24650205	24667261
ACOT13	chr6	24667263	24705293
C6orf62	chr6	24705089	24721064
GMNN	chr6	24775159	24786327
TRIM38	chr6	25963030	25987384
HIST1H1C	chr6	26055968	26056699
HIST1H4C	chr6	26104104	26104518
HIST1H2AC	chr6	26124373	26139344
HIST1H1E	chr6	26156559	26157343
HIST1H1D	chr6	26234440	26235216
BTN3A2	chr6	26365387	26378546
BTN3A1	chr6	26402465	26415444
BTN2A1	chr6	26458150	26476849
ABT1	chr6	26597180	26600278
ZNF322	chr6	26636518	26659980
HIST1H2BK	chr6	27106073	27114619
ZSCAN16-AS1	chr6	28089573	28105071
TRIM27	chr6	28870779	28891766
GABBR1	chr6	29523406	29601753
MOG	chr6	29624758	29640149
HLA-F	chr6	29690552	29706305
HLA-A	chr6	29909037	29913661
ZNRD1	chr6	30026676	30032686
PPP1R11	chr6	30034486	30038110
HCG18	chr6	30255174	30294927
HLA-E	chr6	30457244	30461982
GNL1	chr6	30509154	30524951
ABCF1	chr6	30539153	30564956
PPP1R10	chr6	30568177	30586389
MRPS18B	chr6	30585486	30594172
ATAT1	chr6	30594619	30614600
C6orf136	chr6	30614816	30620987
PPP1R18	chr6	30644166	30655672
TUBB	chr6	30687978	30693203
FLOT1	chr6	30695486	30710510
IER3	chr6	30710976	30712331
DDR1	chr6	30844198	30867933
HLA-C	chr6	31236526	31239907
HLA-B	chr6	31321649	31324965
DDX39B	chr6	31497996	31510225
ATP6V1G2	chr6	31512239	31516204
NFKBIL1	chr6	31514647	31526606
TNF	chr6	31543344	31546113
LTB	chr6	31548302	31550299
LST1	chr6	31553901	31556686
AIF1	chr6	31582961	31584798
PRRC2A	chr6	31588497	31605548
BAG6	chr6	31606805	31620482
GPANK1	chr6	31629006	31634060
CSNK2B	chr6	31633013	31638120
DDAH2	chr6	31694815	31698394
CLIC1	chr6	31698358	31707540
VARS	chr6	31745295	31763730
LSM2	chr6	31765173	31774761
HSPA1A	chr6	31783291	31785723
HSPA1B	chr6	31795512	31798031
C6orf48	chr6	31802385	31807541
NEU1	chr6	31825436	31830683
EHMT2	chr6	31847536	31865464
C2	chr6	31865562	31913449
NELFE	chr6	31919864	31926887
DXO	chr6	31937587	31940069
STK19	chr6	31938868	31950598
ATF6B	chr6	32065953	32096030
AGPAT1	chr6	32135989	32145873
RNF5	chr6	32146131	32151930
PBX2	chr6	32152512	32157963
GPSM3	chr6	32158543	32163300
HLA-DRA	chr6	32407619	32412823
HLA-DRB5	chr6	32485120	32498064
HLA-DRB1	chr6	32546546	32557625
HLA-DQA1	chr6	32595956	32614839
HLA-DQB1	chr6	32627244	32636160
HLA-DQA2	chr6	32709119	32714992
PSMB8	chr6	32808494	32812480
PSMB9	chr6	32811913	32827362
TAP1	chr6	32812986	32821755
HLA-DMB	chr6	32902406	32908847
HLA-DMA	chr6	32916390	32936871
BRD2	chr6	32936437	32949282
HLA-DOA	chr6	32971955	32977389
HLA-DPA1	chr6	33032346	33048552
HLA-DPB1	chr6	33043703	33054978
RXRB	chr6	33161365	33168630
SLC39A7	chr6	33168222	33172216
RING1	chr6	33176272	33180499
VPS52	chr6	33218049	33239824
RPS18	chr6	33239787	33244287
WDR46	chr6	33246885	33257304
PFDN6	chr6	33257079	33266178
RGL2	chr6	33259431	33267101
TAPBP	chr6	33267471	33282164
DAXX	chr6	33286335	33297046
PHF1	chr6	33378176	33384230
CUTA	chr6	33384219	33386094
UQCC2	chr6	33662070	33679504
HMGA1	chr6	34204650	34214008
C6orf1	chr6	34214157	34217247
NUDT3	chr6	34247456	34360451
RPS10	chr6	34385231	34393902
SNRPC	chr6	34725183	34741571
TAF11	chr6	34845555	34855866
ANKS1A	chr6	34857042	35059179
DEF6	chr6	35265595	35289548
PPARD	chr6	35310335	35395968
RPL10A	chr6	35436185	35438562
FKBP5	chr6	35541362	35696360
SRPK1	chr6	35800743	35889119
MAPK14	chr6	35995488	36079013
KCTD20	chr6	36410544	36458920
SRSF3	chr6	36562145	36573377
CDKN1A	chr6	36644305	36655116
PPIL1	chr6	36822603	36842800
C6orf89	chr6	36839646	36896740
MTCH1	chr6	36935917	36954074
FGD2	chr6	36973422	36996846
PIM1	chr6	37137979	37143202
RNF8	chr6	37321748	37362514
CCDC167	chr6	37450696	37467698
ZFAND3	chr6	37787275	38122400
BTBD9	chr6	38136227	38607924
GLO1	chr6	38643701	38670917
OARD1	chr6	41001366	41065526
TREM2	chr6	41126244	41130924
TREM1	chr6	41235664	41254457
MDFI	chr6	41604620	41621984
TFEB	chr6	41651716	41703997
TOMM6	chr6	41755400	41757636
CCND3	chr6	41902671	42018095
MRPS10	chr6	42174539	42185603
UBR2	chr6	42531800	42661242
TBCC	chr6	42712219	42714558
RPL7L1	chr6	42847356	42857663
C6orf226	chr6	42858005	42858554
CNPY3	chr6	42896938	42907025
MEA1	chr6	42979832	42981706
KLHDC3	chr6	42981951	42989036
RRP36	chr6	42989383	43001894
MRPL2	chr6	43021767	43027544
DNPH1	chr6	43193367	43197222
YIPF3	chr6	43479565	43484728
MRPS18A	chr6	43639040	43655528
VEGFA	chr6	43737921	43754224
MRPL14	chr6	44081194	44095194
SLC29A1	chr6	44187242	44201888
HSP90AB1	chr6	44214824	44221620
SLC35B2	chr6	44221833	44225291
NFKBIE	chr6	44225903	44233500
CDC5L	chr6	44355262	44418163
SUPT3H	chr6	44777054	45345690
RUNX2	chr6	45295894	45632086
ENPP4	chr6	46097730	46114436
SLC25A27	chr6	46620678	46645930
TNFRSF21	chr6	47199268	47277641
CD2AP	chr6	47445525	47594999
MUT	chr6	49398073	49430904
MCM3	chr6	52128807	52149679
PAQR8	chr6	52226219	52272575
EFHC1	chr6	52285106	52387892
TMEM14A	chr6	52535907	52551386
GSTA4	chr6	52842751	52860176
ICK	chr6	52866077	52926600
FBXO9	chr6	52916789	52965671
ELOVL5	chr6	53132196	53213947
GCLC	chr6	53362139	53481768
DST	chr6	56322785	56819426
KIAA1586	chr6	56911347	56920023
ZNF451	chr6	56951642	57035105
PTP4A1	chr6	64231666	64293492
PHF3	chr6	64345725	64489229
RP3-525N10.2	chr6	69339854	69344919
BAI3	chr6	69345259	70099403
LMBRD1	chr6	70385694	70507003
COL9A1	chr6	70924764	71012786
FAM135A	chr6	71122644	71270877
SMAP1	chr6	71377479	71571718
B3GAT2	chr6	71566382	71666741
OGFRL1	chr6	71998506	72018653
EEF1A1	chr6	74225473	74233520
SLC17A5	chr6	74303102	74363878
COX7A2	chr6	75947391	75960039
TMEM30A	chr6	75962640	75994684
SENP6	chr6	76311225	76427997
MYO6	chr6	76458909	76629254
IMPG1	chr6	76630832	76782395
PHIP	chr6	79645584	79787953
HMGN3	chr6	79910962	79944406
ELOVL4	chr6	80624529	80657297
BCKDHB	chr6	80816364	81055987
FAM46A	chr6	82201156	82462491
IBTK	chr6	82879700	82957471
PGM3	chr6	83870869	83903655
CYB5R4	chr6	84569362	84677143
NT5E	chr6	86159809	86205500
SNX14	chr6	86215214	86303874
SYNCRIP	chr6	86318053	86353510
SNHG5	chr6	86370710	86388451
ZNF292	chr6	87862551	87973914
SLC35A1	chr6	88180341	88222054
RARS2	chr6	88224096	88299721
ORC3	chr6	88299839	88377169
AKIRIN2	chr6	88384790	88411927
PNRC1	chr6	89790470	89794879
UBE2J1	chr6	90036344	90062567
RRAGD	chr6	90074355	90121989
LYRM2	chr6	90277863	90348472
MDN1	chr6	90352218	90529442
CASP8AP2	chr6	90539613	90584155
BACH2	chr6	90636248	91006627
MAP3K7	chr6	91223292	91296764
MANEA	chr6	96025419	96057333
UFL1	chr6	96969471	97003152
NDUFAF4	chr6	97337189	97345757
RP11-436D23.1	chr6	98264585	98847748
POU3F2	chr6	99282580	99286660
FBXL4	chr6	99316420	99395849
PNISR	chr6	99845927	99873207
CCNC	chr6	99990256	100016849
ASCC3	chr6	100956070	101329248
GRIK2	chr6	101846664	102517958
PRDM1	chr6	106534195	106557814
ATG5	chr6	106632351	106773666
QRSL1	chr6	107077453	107116292
C6orf203	chr6	107349407	107372546
PDSS2	chr6	107473761	107780768
SOBP	chr6	107811162	107981357
SEC63	chr6	108188960	108279393
OSTM1	chr6	108362613	108487058
SNX3	chr6	108532426	108582464
FOXO3	chr6	108881038	109005977
SESN1	chr6	109307640	109416022
CEP57L1	chr6	109416313	109485135
CD164	chr6	109687717	109703762
MICAL1	chr6	109765265	109787171
WASF1	chr6	110421022	110501207
CDC40	chr6	110501344	110575478
CDK19	chr6	110931181	111137161
AMD1	chr6	111195973	111216916
GTF3C6	chr6	111279763	111289093
RPF2	chr6	111303218	111349466
SLC16A10	chr6	111408781	111552397
REV3L	chr6	111620234	111804918
TRAF3IP2-AS1	chr6	111804714	111919505
TRAF3IP2	chr6	111877657	111927481
FYN	chr6	111981535	112194655
FAM229B	chr6	112408802	112423993
LAMA4	chr6	112429963	112576141
MARCKS	chr6	114178541	114184648
HDAC2	chr6	114254192	114332472
NT5DC1	chr6	116422012	116570660
TSPYL4	chr6	116571151	116575261
DSE	chr6	116575336	116762424
TSPYL1	chr6	116597741	116601066
FAM26F	chr6	116782533	116784934
RWDD1	chr6	116892530	116918838
KPNA5	chr6	117002350	117063029
GOPC	chr6	117639374	117923691
NUS1	chr6	117996665	118031803
SLC35F1	chr6	118228689	118638839
CEP85L	chr6	118781935	119031238
ASF1A	chr6	119215384	119230332
MAN1A1	chr6	119498374	119670926
GJA1	chr6	121756838	121770873
SERINC1	chr6	122764499	122792967
PKIB	chr6	122793076	123047518
FABP7	chr6	123100620	123105219
RNF217	chr6	125283691	125413779
HDDC2	chr6	125541108	125623282
HEY2	chr6	126068810	126082415
NCOA7	chr6	126102307	126252266
HINT3	chr6	126277927	126301387
TRMT11	chr6	126307576	126360422
CENPW	chr6	126661320	126670021
RNF146	chr6	127587755	127609712
ECHDC1	chr6	127609855	127664754
PTPRK	chr6	128289924	128841870
LAMA2	chr6	129204342	129837714
ARHGAP18	chr6	129897277	130031370
EPB41L2	chr6	131160487	131384462
AKAP7	chr6	131456806	131604675
MED23	chr6	131895106	131949369
CTGF	chr6	132269316	132272513
STX7	chr6	132767006	132834337
SLC18B1	chr6	133090509	133119701
RPS12	chr6	133135580	133138703
TBPL1	chr6	134273308	134311570
SGK1	chr6	134490384	134639250
HBS1L	chr6	135281516	135424194
AHI1	chr6	135604670	135818914
BCLAF1	chr6	136578001	136610989
MAP3K5	chr6	136878185	137113656
IFNGR1	chr6	137518621	137540586
TNFAIP3	chr6	138188351	138204449
HEBP2	chr6	138724668	138743334
NHSL1	chr6	138743180	139013708
CCDC28A	chr6	139094657	139114456
REPS1	chr6	139224630	139309398
ABRACL	chr6	139349819	139364439
HECA	chr6	139456249	139501939
CITED2	chr6	139693393	139695757
VTA1	chr6	142468367	142545826
AIG1	chr6	143381633	143661441
FUCA2	chr6	143815948	143832827
PHACTR2	chr6	143857982	144152322
LTV1	chr6	144164481	144184949
PLAGL1	chr6	144261437	144385735
SF3B5	chr6	144416018	144416754
STX11	chr6	144471663	144509507
UTRN	chr6	144606837	145174170
SHPRH	chr6	146185381	146285559
RAB32	chr6	146864829	146876101
SASH1	chr6	148593440	148873186
UST	chr6	149068464	149398126
TAB2	chr6	149539777	149732749
PPIL4	chr6	149825869	149867174
GINM1	chr6	149887430	149912884
KATNA1	chr6	149916009	149970108
LATS1	chr6	149979289	150039392
PCMT1	chr6	150070579	150132556
MTHFD1L	chr6	151186685	151423023
AKAP12	chr6	151561134	151679692
SYNE1	chr6	152442819	152958936
MTRF1L	chr6	153308497	153323820
RGS17	chr6	153325594	153452384
IPCEF1	chr6	154475631	154677926
CNKSR3	chr6	154708638	154831793
SCAF8	chr6	155054459	155155192
TIAM2	chr6	155153831	155578857
TFB1M	chr6	155578643	155635627
ARID1B	chr6	157099063	157531913
TMEM242	chr6	157710418	157744633
ZDHHC14	chr6	157802165	158099178
SNX9	chr6	158244296	158366109
GTF2H5	chr6	158589384	158620376
TULP4	chr6	158733692	158932860
TMEM181	chr6	158957468	159056460
DYNLT1	chr6	159057506	159065771
SYTL3	chr6	159071046	159185908
EZR	chr6	159186773	159240444
TAGAP	chr6	159455500	159466184
SOD2	chr6	160090089	160183561
WTAP	chr6	160146617	160177351
ACAT2	chr6	160181360	160200144
TCP1	chr6	160199530	160210781
MRPL18	chr6	160210844	160219468
IGF2R	chr6	160390131	160534539
MAP3K4	chr6	161412759	161538417
AGPAT4	chr6	161551011	161695093
CAHM	chr6	163834097	163834992
QKI	chr6	163835032	163999628
SFT2D1	chr6	166733216	166756079
MPC1	chr6	166778407	166796486
RPS6KA2	chr6	166822852	167319939
RNASET2	chr6	167342992	167370679
FGFR1OP	chr6	167412670	167466201
MLLT4	chr6	168227602	168372703
C6orf120	chr6	170102233	170106401
PHF10	chr6	170104001	170124151
DLL1	chr6	170591294	170599561
FAM120B	chr6	170599791	170716153
PSMB1	chr6	170844205	170862429
PDCD2	chr6	170884383	170893780
FAM20C	chr7	192969	300711
PDGFA	chr7	536895	559933
PRKAR1B	chr7	588834	767287
SUN1	chr7	855528	936072
COX19	chr7	938415	1015235
C7orf50	chr7	1036622	1177896
ZFAND2A	chr7	1191707	1200395
INTS1	chr7	1509913	1545489
PSMG3	chr7	1606966	1610641
MAD1L1	chr7	1855429	2272878
NUDT1	chr7	2281857	2290781
SNX8	chr7	2291405	2393953
EIF3B	chr7	2393721	2420380
CHST12	chr7	2443223	2474242
LFNG	chr7	2552163	2568811
BRAT1	chr7	2577511	2595361
IQCE	chr7	2598632	2654368
TTYH3	chr7	2671585	2704436
GNA12	chr7	2767746	2883958
FOXK1	chr7	4683388	4811074
WIPI2	chr7	5229819	5273457
TNRC18	chr7	5346421	5465045
ACTB	chr7	5566782	5603415
FSCN1	chr7	5632439	5646286
RNF216	chr7	5659678	5821370
CCZ1	chr7	5938356	5965605
PMS2	chr7	6012870	6048756
AIMP2	chr7	6048876	6063465
EIF2AK1	chr7	6061881	6098861
USP42	chr7	6144515	6201195
CYTH3	chr7	6201407	6312275
RAC1	chr7	6414154	6443608
DAGLB	chr7	6448757	6523821
KDELR2	chr7	6485584	6523873
ZDHHC4	chr7	6617065	6629005
ZNF12	chr7	6728064	6746554
C1GALT1	chr7	7196565	7288282
MIOS	chr7	7606503	7648560
RPA3	chr7	7676149	7758238
GLCCI1	chr7	8008425	8133902
ICA1	chr7	8152814	8302317
NXPH1	chr7	8473585	8792593
NDUFA4	chr7	10971578	10979883
PHF14	chr7	11013499	11209250
TMEM106B	chr7	12250867	12282993
SCIN	chr7	12610203	12693228
ARL4A	chr7	12726481	12730559
ETV1	chr7	13930853	14031050
DGKB	chr7	14184674	15014402
ANKMY2	chr7	16639401	16685442
BZW2	chr7	16685756	16746148
TSPAN13	chr7	16793160	16824161
AHR	chr7	17338246	17385776
SNX13	chr7	17830385	17980124
HDAC9	chr7	18126572	19042039
TWISTNB	chr7	19735085	19748710
ITGB8	chr7	20370325	20455377
SP4	chr7	21467652	21554440
CDCA7L	chr7	21940518	21985702
IL6	chr7	22765503	22771621
TOMM7	chr7	22852251	22862470
FAM126A	chr7	22980878	23053749
KLHL7	chr7	23145353	23217533
NUPL2	chr7	23221446	23240630
GPNMB	chr7	23275586	23314727
MALSU1	chr7	23338358	23351348
TRA2A	chr7	23544399	23571660
DFNA5	chr7	24737972	24809244
OSBPL3	chr7	24836158	25021253
CYCS	chr7	25159710	25164980
HNRNPA2B1	chr7	26229547	26241149
CBX3	chr7	26240782	26252976
SNX10	chr7	26331541	26413949
SKAP2	chr7	26706681	27034858
HOTAIRM1	chr7	27135266	27139884
HIBADH	chr7	27565061	27702614
TAX1BP1	chr7	27778950	27884183
JAZF1	chr7	27870192	28220362
CREB5	chr7	28338940	28865511
CPVL	chr7	29034847	29235067
CHN2	chr7	29161890	29553944
SCRN1	chr7	29959719	30029905
FKBP14	chr7	30050203	30066300
ZNRF2	chr7	30323923	30452118
GGCT	chr7	30536237	30591095
GARS	chr7	30634297	30673649
AQP1	chr7	30893010	30963427
ADCYAP1R1	chr7	31092076	31151089
LSM5	chr7	32524951	32534895
AVL9	chr7	32535038	33078516
KBTBD2	chr7	32907784	32933743
FKBP9	chr7	32997017	33046543
NT5C3A	chr7	33053742	33102409
RP9	chr7	33134409	33149013
BBS9	chr7	33168856	33645680
RP11-89N17.4	chr7	33832780	33842768
DPY19L1	chr7	34968488	35077883
HERPUD2	chr7	35672269	35735181
SEPT7	chr7	35840542	35944917
EEPD1	chr7	36192758	36341152
AOAH	chr7	36552456	36764154
ELMO1	chr7	36893961	37488852
STARD3NL	chr7	38217824	38270272
VPS41	chr7	38762563	38971994
YAE1D1	chr7	39605975	39649919
RALA	chr7	39663082	39747723
CDK13	chr7	39989636	40136733
MPLKIP	chr7	40165622	40174258
INHBA	chr7	41724712	41742706
